status,url_length,special_chars_count,digits_count,subdomains_count,hyphens_count,has_ip_address,at_symbol_count,double_slash_count,suspicious_words_count,suspicious_tld,is_shortened,parameters_count,shannon_entropy,relative_entropy
0,66,11,0,2,4,0,0,1,1,0,0,0,4.2980550138102505,0.7110811983693813
1,40,8,4,1,0,0,0,1,0,0,0,0,4.393942707918269,0.82562985248512
0,48,9,0,1,3,0,0,1,0,0,0,0,4.1551876989901,0.7439956308486517
1,126,18,12,4,1,0,0,1,2,0,0,1,4.710764845058315,0.6751577830770646
1,41,6,0,2,0,0,0,1,0,0,0,0,4.064392248309453,0.7586286133678296
0,36,6,0,2,0,0,0,1,0,0,0,0,4.141604167868594,0.8010955993971216
0,72,15,0,2,7,0,0,1,0,0,0,0,4.187132212342207,0.6786358361509098
1,68,9,11,4,0,0,0,1,2,0,0,0,4.552115370751692,0.7477853236171388
1,163,23,65,2,9,0,1,1,0,0,0,0,4.803363778168904,0.6536319860196946
0,26,6,0,2,0,0,0,1,0,0,0,0,3.921029621737615,0.834183577890514
1,64,7,22,2,0,0,0,1,0,0,0,0,4.591578664259099,0.7652631107098499
1,36,8,9,4,0,0,0,1,0,0,0,0,4.2390979179887855,0.8199534648580311
1,61,10,0,1,0,0,0,1,0,0,0,0,4.0864177725789865,0.689023563174392
0,66,9,14,2,0,0,0,1,0,0,0,1,4.951379490761217,0.8191688683739822
0,35,6,0,2,0,0,0,1,0,0,0,0,4.068728288980288,0.7932352875711757
1,113,19,0,1,0,0,0,1,0,0,0,0,4.4214361901773245,0.6482874151166832
0,41,9,0,2,4,0,0,1,0,0,0,0,3.6468455293152147,0.6806925114626455
0,23,7,0,2,1,0,0,1,0,0,0,0,3.642489673166126,0.8052259941502208
0,31,6,0,2,1,0,0,1,0,0,0,0,4.039211536948156,0.815311159244865
1,84,12,0,1,2,0,0,1,1,0,0,0,4.23580353402117,0.6626397367138025
1,29,6,0,2,0,0,0,1,0,0,0,0,4.047299098426643,0.8331236994310965
1,98,14,29,2,2,0,0,1,0,0,0,0,4.825204589986268,0.729465797245668
0,15,4,0,1,0,0,0,1,0,0,0,0,3.1898980954642875,0.8164800158596313
0,65,11,0,2,0,0,0,1,0,0,0,0,4.3087666132553135,0.7154605542248629
1,131,19,4,2,1,0,0,1,1,0,0,1,5.242899292283029,0.7454264148675508
0,50,8,0,2,1,0,0,1,0,0,0,0,4.191272380112911,0.7426256515370577
1,51,7,0,2,0,0,0,1,1,0,0,0,4.287539254067756,0.7558564450982423
0,45,9,6,2,0,0,0,1,0,0,0,0,4.322315530038771,0.7870413600333681
1,159,16,43,1,0,0,0,1,0,0,0,1,4.917410844470603,0.6724312250775513
1,44,8,10,2,1,0,0,1,0,0,0,0,4.61807820934971,0.8458899262671608
1,103,12,8,2,1,0,1,1,0,0,0,1,5.208074012864429,0.7788938311889139
1,46,10,0,3,0,0,0,1,1,0,0,0,4.013041446157795,0.7265314443983351
0,45,8,0,2,0,0,0,1,0,0,0,0,4.143607886039518,0.7545008603396149
1,51,9,0,3,0,0,0,1,0,0,0,0,4.032253959780426,0.710851834389941
1,38,8,0,2,0,0,0,1,0,0,0,0,3.8930868961971634,0.7418332067705329
1,81,8,23,2,0,0,0,1,0,0,0,0,4.774811040285757,0.7531425882494417
0,112,17,0,2,10,0,0,1,0,0,0,0,4.309917821209996,0.6331266505944532
1,39,7,0,2,0,0,0,1,0,0,0,0,3.9233659245349726,0.7423022434382539
1,99,14,8,2,2,0,0,1,0,0,0,0,5.234860534743133,0.789648352735664
0,45,7,0,2,1,0,0,1,0,0,0,0,4.224751985026256,0.7692762189596348
1,60,11,2,4,1,0,0,1,0,0,0,0,4.129085753935211,0.699028649185577
0,74,17,6,2,0,0,0,1,0,0,0,0,4.635081832331411,0.7464556957602544
0,61,11,0,2,3,0,0,1,0,0,0,0,4.079332469209648,0.6878288882181326
1,40,7,5,4,0,0,0,1,0,0,0,0,4.215311532225103,0.7920647286224409
1,52,8,2,2,0,0,0,1,1,0,0,0,4.378727103656466,0.7681384805669632
1,88,15,0,3,1,0,1,1,0,0,0,0,4.325560813820689,0.6696503762560495
0,74,10,2,1,0,0,0,1,0,0,0,1,4.18588130783542,0.6741142998199223
0,46,9,3,2,1,0,0,1,1,0,0,0,4.468576629687865,0.8090027169492913
0,54,8,0,2,0,0,0,1,1,0,0,0,4.367964298652708,0.7590008140055967
1,54,9,0,1,1,0,0,1,0,0,0,0,4.233795548692772,0.735686935166176
0,38,8,0,2,0,0,0,1,0,0,0,0,4.238334671954104,0.8076206580782198
0,67,11,0,2,3,0,0,1,0,0,0,0,4.361417557494121,0.7189834208759781
1,62,14,0,1,1,0,0,1,0,0,0,0,4.350294142705842,0.7306265893714177
1,59,10,4,1,0,0,0,1,0,0,0,0,4.342507092741195,0.7381897994324638
1,57,8,1,3,0,0,0,1,0,0,0,0,4.166333549959637,0.714282892329875
0,32,7,0,1,1,0,0,1,0,0,0,0,3.9292292966721747,0.785845859334435
1,46,8,0,2,0,0,0,1,0,0,0,0,3.9610771086455516,0.7171236857951642
0,37,7,0,2,0,0,0,1,0,0,0,0,4.003259028248121,0.7684604789172151
1,36,5,1,2,0,0,0,1,0,0,0,0,4.062305474194334,0.7857571382681618
1,52,10,2,1,0,0,0,1,0,0,0,0,4.187535209236148,0.7345986303319245
1,32,6,8,2,0,0,0,1,0,0,0,0,3.8431390622295662,0.7686278124459133
0,34,5,0,1,0,0,0,1,0,0,0,0,3.8366003408685505,0.7541284252261259
0,27,7,0,3,0,0,0,1,0,0,0,0,3.624171760941957,0.7621992653439147
1,92,12,28,2,1,0,0,1,0,0,0,0,4.7061667443609485,0.721410599924073
0,102,17,6,2,7,0,0,1,0,0,0,0,4.821601779987787,0.7226160703003314
0,32,6,0,2,0,0,0,1,0,0,0,0,4.007048827786958,0.8014097655573916
0,29,6,0,2,0,0,0,1,0,0,0,0,3.8538632199977876,0.7933055365723151
1,119,18,1,2,1,0,0,1,0,0,0,1,4.541303344505569,0.6586545867351216
0,59,9,4,2,0,0,0,1,0,0,0,0,4.348685533022555,0.7392400824820243
0,54,8,0,1,2,0,0,1,0,0,0,0,4.233795548692772,0.735686935166176
1,151,9,41,1,1,0,1,1,0,0,0,0,5.118217549235493,0.7070919261296689
0,84,14,3,2,5,0,0,1,1,0,0,0,4.3550235662655625,0.6812902548841856
1,55,11,0,2,1,0,0,1,1,0,0,0,4.3814739233484605,0.7578621882147607
0,18,5,0,1,0,0,0,1,0,0,0,0,3.3082708345352603,0.7933645889053115
0,39,6,0,2,0,0,0,1,0,0,0,0,4.060416641661804,0.7682322883906952
0,28,7,0,2,1,0,0,1,0,0,0,0,3.896291529045928,0.8104855148448806
0,32,8,0,2,1,0,0,1,0,0,0,0,3.8431390622295662,0.7686278124459133
0,16,4,0,1,0,0,0,1,0,0,0,0,3.5,0.875
1,23,6,0,1,0,0,0,1,0,0,0,0,3.708132064658601,0.8197372116664484
0,29,7,0,3,0,0,0,1,0,0,0,0,3.9952378913808864,0.8224070648666608
1,29,6,0,2,0,0,0,1,0,0,0,0,3.9262723741395074,0.8082107315935274
0,41,7,0,2,0,0,0,1,0,0,0,0,4.110736992940919,0.7672789717015459
1,22,5,4,1,0,0,0,1,0,0,1,0,4.027169118440618,0.9030678038900462
1,52,10,2,2,0,0,0,1,0,0,0,0,4.635361295347743,0.813158549961709
1,38,10,1,2,0,0,0,1,0,0,0,0,3.9182084341546166,0.7466201513106584
0,30,7,0,3,0,0,0,1,0,0,0,0,4.0062389286533895,0.8164516511207366
1,76,10,8,4,1,0,0,1,2,0,0,0,4.409893507236862,0.7058170085597425
1,430,99,17,3,0,1,1,5,0,0,0,2,4.71478873273121,0.5389443069893537
0,37,6,0,2,0,0,0,1,0,0,0,0,3.8482499068019154,0.73870512637506
0,73,12,5,2,5,0,0,1,0,0,0,0,4.385756848415242,0.708542997737047
1,56,11,6,2,0,0,0,1,0,0,0,0,4.733444824068004,0.8150775848208184
0,70,14,0,1,7,0,0,1,0,0,0,0,4.388361818902569,0.715966583166504
1,70,10,0,2,0,0,0,1,1,0,0,0,4.425591860285232,0.7220407098269531
0,52,9,4,2,1,0,0,1,0,0,0,0,4.38815450741941,0.7697922834714903
0,31,7,0,2,1,0,0,1,0,0,0,0,3.840347116419752,0.7751705576075281
1,90,11,22,2,0,0,0,1,0,0,0,0,4.598093131678856,0.7082866884770541
0,45,9,7,2,0,0,0,1,0,0,0,0,4.320096297369663,0.7866372646159958
0,55,9,2,2,0,0,0,1,0,0,0,0,4.49056483243937,0.7767316089905872
1,65,12,5,2,2,0,0,1,0,0,0,0,4.504394113022325,0.7479440400962841
1,41,7,3,2,1,0,0,1,0,0,0,0,4.113172736114331,0.767733609038022
1,71,11,12,1,1,0,0,1,0,0,0,1,4.739339154893166,0.7706559412600507
1,83,12,6,2,0,0,0,1,0,0,0,1,5.006754715499975,0.7853684309592016
1,73,8,25,1,1,0,0,1,1,0,0,0,4.773958169341781,0.7712590436013226
1,44,8,9,2,2,0,0,1,0,0,0,0,4.555467129755085,0.8344215017189195
1,114,17,6,2,1,0,0,2,0,0,0,1,4.8450007916635895,0.7090705077382761
1,127,18,20,4,1,0,0,1,2,0,0,1,4.845831026631984,0.6933824093972836
1,99,12,7,2,0,0,1,1,0,0,0,1,5.141475560017511,0.7755617708729885
1,56,11,0,2,1,0,0,1,0,0,0,0,4.518411895854317,0.7780498964670475
0,51,8,0,2,0,0,0,1,0,0,0,0,4.110685332329445,0.7246786135576964
1,51,10,0,2,0,0,0,1,1,0,0,0,3.8610421967243624,0.6806686670965382
0,40,9,0,2,1,0,0,1,0,0,0,0,4.393942707918269,0.82562985248512
1,33,10,0,3,0,0,0,1,0,0,0,0,3.861983513035609,0.7655990831911398
0,88,14,0,2,5,0,0,1,0,0,0,0,4.370833399832014,0.6766591331690727
0,122,21,6,2,0,0,0,1,0,0,0,0,4.1212006903891965,0.5946265872829006
0,53,8,0,2,0,0,0,1,0,0,0,0,4.207102361466449,0.7344903608280424
1,46,11,4,6,1,0,0,1,0,0,0,0,4.33814184707917,0.785388465195373
1,36,5,0,2,0,0,0,1,0,0,0,0,4.083274571476652,0.7898131153425814
0,31,6,0,2,0,0,0,1,1,0,0,0,3.8001821971347027,0.7670633053371971
0,48,11,0,2,2,0,0,1,0,0,0,0,4.147593366144261,0.742635848603944
1,101,14,0,1,0,0,0,1,0,0,0,1,4.264700218300118,0.6405173865906623
0,41,8,0,2,0,0,0,1,0,0,0,0,4.277926089825635,0.7984852197679394
1,43,8,4,4,0,0,0,1,1,0,0,0,4.303830742923251,0.7931479456828553
0,15,4,0,1,0,0,0,1,0,0,0,0,3.506890595608519,0.8976167900760739
0,42,10,3,2,3,0,0,1,0,0,0,0,4.246151577840245,0.7874446633841011
0,51,9,0,1,3,0,0,1,0,0,0,0,3.953002117035986,0.6968804133545616
1,48,11,0,2,3,0,0,1,0,0,0,0,3.965199876515855,0.7099778872291175
0,49,8,0,1,0,0,0,1,1,0,0,0,4.245453029221314,0.756130440769078
1,25,8,0,1,1,0,0,1,0,0,0,1,4.213660689688186,0.9073624413620337
0,49,10,1,2,2,0,0,1,0,0,0,0,4.00799441649887,0.7138382085228606
0,48,8,1,2,1,0,0,1,0,0,0,0,4.26654140665565,0.7639337607199215
1,108,15,4,2,1,0,1,1,0,0,0,1,4.686757119227193,0.6938320020468304
1,39,7,0,1,0,0,0,2,0,0,0,0,4.028490680178816,0.7621918850001923
0,80,13,0,3,3,0,0,1,0,0,0,0,4.499581770147835,0.711742003802086
0,36,7,0,2,1,0,0,1,0,0,0,0,3.974937501201927,0.7688578654609097
0,28,7,0,2,1,0,0,1,0,0,0,0,3.9137995646056805,0.8141274418179486
1,33,6,2,2,0,0,0,1,0,0,0,0,4.513794876803092,0.8948140787574221
0,23,7,0,3,0,0,0,1,0,0,0,0,3.6966249991590185,0.8171934053449335
0,77,12,0,2,5,0,0,1,0,0,0,0,4.311779809188084,0.6880368082091985
1,342,37,142,3,6,0,1,1,0,0,0,0,5.298852194410173,0.6294779084142695
1,38,7,5,2,1,0,0,1,0,0,0,0,4.293594289588575,0.8181504562686317
0,73,12,0,2,5,0,0,1,0,0,0,0,4.2945545745150735,0.693808771745241
0,33,7,0,2,0,0,0,1,0,0,0,0,4.12728313431329,0.8181920438124287
1,67,12,0,2,1,0,0,1,0,0,0,0,4.139601691100084,0.6824168852663527
0,39,7,2,2,0,0,0,1,0,0,0,0,4.201692923824033,0.7949618117669958
0,24,6,0,2,0,0,0,1,0,0,0,0,3.8035088547976783,0.8295616058363476
0,26,6,0,2,0,0,0,1,0,0,0,0,3.8441065448145384,0.8178184968479476
0,39,9,5,1,0,0,0,1,0,0,0,0,4.1604200911461655,0.7871529769860637
1,62,8,22,3,1,0,0,1,0,0,0,0,4.758406544460784,0.7991685689233861
1,41,8,0,1,1,0,0,1,1,0,0,0,4.241102309232295,0.7916119723292586
1,40,6,0,2,0,0,0,1,0,0,0,0,4.043942707918269,0.7598642138369324
0,51,9,0,2,2,0,0,1,0,0,0,0,4.185200411932979,0.7378149838246052
0,59,12,4,2,3,0,0,1,0,0,0,0,4.427584211531938,0.752652196364736
0,50,9,0,2,0,0,0,1,0,0,0,0,3.9215935110056304,0.6948429192987927
1,52,8,3,2,1,0,0,1,0,0,0,0,4.079965439170123,0.7157281965785959
1,43,8,0,1,1,0,0,1,0,0,0,0,3.998728057370606,0.7369209277718216
1,94,13,12,2,4,0,0,1,0,0,0,0,4.325034001454414,0.6598482527775068
0,60,9,0,2,0,0,0,1,0,0,0,0,4.025756904931549,0.6815357149029474
0,18,4,0,1,0,0,0,1,0,0,0,0,3.614369445886757,0.8667708519065936
1,204,15,27,2,1,0,0,1,1,0,0,1,5.634346578524224,0.7343631677589489
1,94,14,15,3,0,0,1,1,0,0,0,0,4.68846009798337,0.7152943081675314
1,41,9,0,4,1,0,0,1,0,0,0,0,4.043544614839371,0.7547373523120132
1,19,6,3,2,0,0,0,1,0,0,0,0,3.5766176449086657,0.8419676733158938
1,35,7,1,1,1,0,0,1,0,0,0,0,3.976010789042101,0.7751591744707895
1,63,10,0,1,0,0,0,1,0,0,0,0,4.163965146396305,0.6966321135514347
1,53,9,4,2,0,0,0,1,0,0,0,0,4.284458313732673,0.7479954283093126
1,75,15,0,4,3,0,0,1,2,0,0,0,4.177328825158425,0.6706454357922346
1,35,5,4,2,0,0,0,1,0,0,0,0,4.272140159802109,0.8328922669481831
1,210,37,14,2,1,0,0,1,0,0,0,1,5.33596415498707,0.6917026613642729
0,44,7,0,1,2,0,0,1,0,0,0,0,4.036040925839782,0.739278593042841
1,150,12,73,4,0,0,0,1,0,0,0,1,4.430847778121619,0.6129421649414301
1,39,9,0,2,1,0,0,1,0,0,0,0,4.028490680178816,0.7621918850001923
1,64,13,0,2,1,0,0,1,1,0,0,0,4.163702445739504,0.6939504076232507
1,106,18,17,3,4,0,0,1,0,0,0,1,5.03415577622664,0.7482484090328734
1,34,7,0,2,0,0,0,1,0,0,0,0,4.028639311838575,0.7918759188123055
0,65,12,0,2,0,0,0,1,0,0,0,0,4.322314067428179,0.7177100771024855
1,60,13,2,2,1,0,0,1,0,0,0,0,4.309416071742447,0.7295574553126624
1,25,6,0,1,0,0,0,1,0,0,0,0,3.813660689688186,0.8212271297473552
0,39,7,5,2,0,0,0,1,0,0,0,0,4.291687154704211,0.8119887526039696
0,38,9,0,2,1,0,0,1,0,0,0,0,4.201231789474708,0.8005506514166663
1,129,23,3,1,1,0,0,1,0,0,0,1,5.238177620161938,0.747112799133726
0,52,10,0,2,2,0,0,1,0,0,0,0,4.159802527016963,0.7297336227903259
1,30,8,11,3,0,1,0,1,0,0,0,0,3.8980685120588388,0.7944070559770504
0,33,6,0,2,0,0,0,1,0,0,0,0,3.861983513035609,0.7655990831911398
0,118,15,9,2,6,0,0,1,0,0,0,0,4.554342919025289,0.6617142406429994
0,27,5,0,1,1,0,0,1,0,0,0,0,3.8380398168981547,0.8071778386243315
0,78,16,13,2,0,0,0,1,0,0,0,0,4.645817969512606,0.7391441005272004
1,35,7,1,2,1,0,0,1,0,0,0,0,4.185867302411999,0.8160725950554251
1,32,7,0,1,1,0,0,1,0,0,0,0,3.902518266288633,0.7805036532577266
1,64,13,4,4,3,0,0,1,0,0,0,0,4.320967001462482,0.7201611669104137
1,38,7,3,2,1,0,0,1,0,0,0,0,4.293594289588575,0.8181504562686317
0,24,7,0,3,0,0,0,1,0,0,0,0,3.7091479170272446,0.8089810803128363
0,68,9,0,2,0,0,0,1,0,0,0,0,4.287409488398751,0.7043015456860079
1,126,19,21,4,1,0,0,1,2,0,0,1,4.66956877015949,0.6692534657283978
0,41,8,0,2,0,0,0,1,0,0,0,0,4.161953223919209,0.7768386047082143
0,48,9,0,2,0,0,0,1,0,0,0,0,4.4783080115802445,0.8018510439420112
0,29,6,0,2,0,0,0,1,0,0,0,0,3.9262723741395074,0.8082107315935274
0,24,6,0,2,0,0,0,1,0,0,0,0,3.7406015629507223,0.8158412554873401
0,50,10,1,2,0,0,0,1,0,0,0,0,4.233269689515108,0.750066895252354
1,126,18,15,4,1,0,0,1,2,0,0,1,4.7008103025168735,0.6737310748683379
0,39,9,0,2,0,0,0,1,0,0,0,0,4.162980744225907,0.7876374534693487
1,102,12,20,1,1,0,0,1,0,0,0,0,4.585580221161115,0.6872433914421616
0,31,6,2,2,0,0,0,1,0,0,0,0,4.147114052043202,0.8370911833567113
1,86,12,24,3,1,0,0,1,0,0,0,1,5.102851527630876,0.7940618263349825
0,78,15,8,2,4,0,0,1,0,0,0,0,4.658557949765055,0.7411710161976434
0,29,7,0,3,0,0,0,1,0,0,0,0,3.857306856898128,0.794014398320394
0,33,7,7,2,0,0,0,1,0,0,0,1,4.309101316131471,0.8542356552979852
1,27,7,0,1,1,0,0,1,0,0,0,0,3.8659986132745794,0.8130578507936422
0,24,6,0,2,0,0,0,1,0,0,0,0,3.6572682296173893,0.7976658978218791
0,39,7,0,2,0,0,0,1,0,0,0,0,3.9233659245349726,0.7423022434382539
0,28,6,0,2,1,0,0,1,0,0,0,0,4.208966082694623,0.875526386325796
1,87,9,11,2,0,0,0,1,0,0,0,1,5.08951124341362,0.7899357252927731
0,43,8,0,2,0,0,0,1,0,0,0,0,4.106984383697434,0.7568713598315582
0,27,6,0,2,0,0,0,1,0,0,0,0,3.81008102052173,0.8012978264550208
0,101,19,8,2,9,0,0,1,0,0,0,0,4.519605783095832,0.6788017765437376
0,60,10,0,2,3,0,0,1,0,0,0,0,4.264468304875447,0.7219480767166855
0,38,9,0,2,0,0,0,1,0,0,0,1,4.306494947369445,0.8206086948300109
1,19,5,0,1,0,0,0,1,0,0,0,0,3.747413039531641,0.8821744315721146
0,137,43,36,2,0,0,0,1,0,0,0,0,3.9225082004225746,0.55261911394271
1,263,29,34,13,1,0,0,1,2,0,0,1,5.345567892628926,0.6649610351527523
1,22,5,4,1,0,0,0,1,0,0,1,0,3.936260027531527,0.8826820016884485
1,89,15,1,1,0,0,0,1,1,0,0,1,4.45658901590959,0.6881983428469379
0,28,6,0,2,0,0,0,1,0,0,0,0,3.9407598325400897,0.8197355711055756
0,49,7,1,2,0,0,0,1,0,0,0,0,4.050848813848051,0.7214707306903413
1,45,10,3,4,2,0,0,1,0,0,0,0,4.266977196801592,0.7769649191187044
1,30,6,0,2,0,0,0,1,0,0,0,0,3.7898980954642876,0.7723624608333641
1,54,9,0,1,1,0,0,1,0,0,0,0,4.12083507702407,0.7160583200757444
0,29,5,0,2,0,0,0,1,0,0,0,0,3.9093680639438846,0.8047310328848298
1,86,14,0,1,1,0,1,1,0,0,0,1,4.421954042031814,0.6881064211984529
1,26,6,2,2,0,0,0,1,0,0,0,0,3.95006375643621,0.8403604754659769
0,83,12,9,2,0,0,0,1,0,0,0,0,4.724041618371037,0.7410215527675468
1,49,7,0,1,1,0,0,1,0,0,0,0,4.111674323875524,0.7323039726059896
0,33,7,7,2,0,0,0,1,0,0,0,1,4.369707376737532,0.8662501924598374
0,40,7,0,2,0,0,0,1,0,0,0,0,4.1030559073332755,0.7709716918714055
0,56,11,0,2,3,0,0,1,0,0,0,0,4.307117985122875,0.7416660498505953
0,27,6,0,2,0,0,0,1,0,0,0,0,3.676390632579626,0.773181411948626
0,70,11,0,2,4,0,0,1,0,0,0,0,4.328035839952226,0.7061243261221537
1,128,14,7,10,0,0,0,1,0,0,0,0,4.56866496889278,0.6526664241275401
1,25,5,3,1,0,0,0,1,0,0,0,0,4.213660689688186,0.9073624413620337
0,33,7,0,2,0,0,0,1,0,0,0,0,4.051821770808045,0.8032325934364852
0,52,8,0,2,1,0,0,1,0,0,0,0,4.1738228338092815,0.7321931360008068
0,31,6,0,2,0,0,0,1,0,0,0,0,3.7356660681024447,0.7540407836222229
1,41,6,4,2,0,0,0,1,0,0,0,0,4.226709858847345,0.7889255867612709
0,33,6,0,2,0,0,0,1,0,0,0,0,4.104407755459851,0.8136572318385484
1,32,6,0,1,1,0,0,1,0,0,0,0,4.108458593344349,0.8216917186688699
0,66,11,2,2,1,0,0,1,0,0,0,1,4.354651036439185,0.720444588894773
0,85,17,8,2,7,0,0,1,0,0,0,0,4.471707885254594,0.6976806267257034
0,52,8,0,2,0,0,0,1,0,0,0,0,4.289207449193897,0.7524344894910324
0,109,16,6,2,8,0,0,1,0,0,0,0,4.556727160483328,0.6732569536858047
0,84,12,0,1,6,0,0,1,0,0,0,0,4.145610244817931,0.6485300980275508
1,110,11,14,2,1,0,0,1,0,0,0,1,5.290184432621493,0.7801067420256169
1,171,17,52,1,1,0,0,1,1,0,0,1,4.967635066856989,0.6696864162354408
0,17,5,0,1,0,0,0,1,0,0,0,0,3.2483650467509033,0.7947142696855052
0,19,4,0,1,0,0,0,1,0,0,0,0,3.2608281712244556,0.7676280164632713
1,98,16,28,3,0,1,0,1,0,0,0,0,4.642785743623147,0.7018880424140769
1,32,6,0,2,0,0,0,1,0,0,0,0,3.8195488277869583,0.7639097655573917
0,28,6,0,3,0,0,0,1,0,0,0,0,3.9677201004744993,0.8253437003932027
1,64,11,2,2,0,0,0,1,0,0,0,1,4.386587797403416,0.7310979662339027
0,40,7,0,2,0,0,0,1,0,0,0,0,3.993942707918269,0.750469122601477
1,132,15,15,2,1,0,0,1,0,0,0,0,5.3630101504373675,0.7613160279745659
1,124,20,6,2,2,0,0,1,0,0,0,1,5.159250716031781,0.7418902897989605
1,51,9,0,1,0,0,0,1,1,0,0,0,3.944210332414287,0.6953304970327642
1,141,9,41,2,0,0,0,1,0,0,0,0,5.21405984259825,0.7303063715406144
1,126,18,16,4,1,0,0,1,2,0,0,1,4.753007758905341,0.6812121358205672
0,21,5,0,2,0,0,0,1,0,0,0,0,3.6537567082870015,0.8318516984538619
0,53,11,2,2,0,0,0,1,0,0,0,0,4.343315209558404,0.7582708670645493
0,27,6,0,2,0,0,0,1,0,0,0,0,3.8282375018429544,0.8051163145502624
1,76,9,21,1,0,0,0,1,0,0,0,0,4.651871922046904,0.7445463975114197
0,79,13,0,2,6,0,0,1,0,0,0,0,4.233339134852569,0.6715555797331222
1,77,7,16,1,0,0,0,1,0,0,0,0,4.580988328060819,0.7309947926761281
0,35,8,0,2,0,0,0,1,0,0,0,0,3.840156860408859,0.7486732254240245
0,56,9,0,2,2,0,0,1,0,0,0,0,4.295833441448779,0.7397229029574659
0,49,9,4,2,0,0,0,1,0,0,0,0,4.123004049629476,0.7343218374767501
0,41,7,0,2,0,0,0,1,1,0,0,0,4.122693700152457,0.7695107199330574
1,84,10,23,2,0,0,0,1,0,0,0,0,4.76954522184216,0.7461371059024824
0,29,6,0,2,0,0,0,1,0,0,0,0,3.9093680639438846,0.8047310328848298
0,21,6,0,2,0,0,0,1,0,0,0,0,3.558518613048906,0.8101688176255807
0,35,8,0,2,0,0,0,1,0,0,0,0,4.050013373778756,0.7895866460086599
0,28,8,0,2,2,0,0,1,0,0,0,0,3.797902689682947,0.7900192000089314
1,97,16,0,3,0,0,1,1,1,0,0,1,4.459809726326117,0.6757376700217442
1,36,6,0,1,0,0,0,1,0,0,0,0,3.784527696416556,0.7320275817078089
0,63,10,0,2,2,0,0,1,0,0,0,0,4.068472885586726,0.6806562412430043
0,24,5,0,2,0,0,0,1,0,0,0,0,3.918295834054489,0.8545971386763123
1,40,5,1,2,0,0,0,1,0,0,0,0,4.008694969562843,0.7532410994830786
1,85,14,0,1,1,0,0,1,1,0,0,0,4.247948473388078,0.6627694449775429
1,56,11,6,4,2,0,0,1,0,0,0,0,4.581833663430984,0.7889708352469001
1,49,9,0,1,0,0,0,1,0,0,0,0,4.107598182238386,0.7315779971325802
1,23,5,0,1,0,0,0,1,0,0,0,0,3.588354347173233,0.7932585829555082
1,64,11,0,1,1,0,0,1,0,0,0,0,4.371018072054203,0.7285030120090338
1,46,11,2,2,1,0,0,1,0,0,0,0,4.398030705821854,0.7962308997003416
1,36,8,0,1,0,0,0,1,0,0,0,0,4.0067499186387785,0.7750112269560913
0,29,5,2,2,0,0,0,1,0,0,0,0,4.1162646156680225,0.8473200327042301
1,55,8,3,2,1,0,0,1,0,0,0,0,4.0745542047805285,0.7047743795025753
0,45,7,0,2,0,0,0,1,1,0,0,0,4.136437130558765,0.7531951525293413
0,33,6,0,2,0,0,0,1,0,0,0,0,4.0060710131011685,0.7941629694887244
1,231,20,92,2,1,0,0,1,1,0,0,1,4.834476378718607,0.6157196763699305
1,30,6,0,2,0,0,0,1,0,0,0,0,3.7362434129830606,0.7614279022904764
0,31,6,0,2,0,0,0,1,0,0,0,0,3.8245334068819115,0.7719785747818403
0,27,7,0,2,1,0,0,1,0,0,0,0,3.7639657428240807,0.7915993261904684
1,81,8,21,2,0,0,0,1,0,0,0,0,4.811891751120947,0.758991419186817
